POLICY_NO,CUST_ID,POLICYTYPE,POL_ISSUE_DATE,POL_EFF_DATE,POL_EXPIRY_DATE,MAKE,MODEL,MODEL_YEAR,CHASSIS_NO,USE_OF_VEHICLE,PRODUCT,SUM_INSURED,PREMIUM,DEDUCTABLE
102076549,5495.0,COMP,2016-03-07,2016-03-07,2017-04-06,VOLKSWAGEN,JETTA,2016.0,WVWSK1AJ2GM201014,PRIVATE,M 2.5,83300.0,2600.0,2000
102077452,807.0,COMP,2016-03-17,2016-03-17,2017-04-16,NISSAN,ALTIMA,2015.0,1N4BL3AP9FC236771,PRIVATE,STANDARD,75000.0,2545.0,1000
102077631,5495.0,COMP,2016-03-20,2016-03-20,2017-04-19,MITSUBISHI,PAJERO,2015.0,JMYLYV97WFJ710016,PRIVATE,M 2.5,100000.0,2650.0,2000
102079698,8045.0,COMP,2016-04-16,2016-04-16,2017-05-15,BMW,325,2007.0,WBAWB31047PU80935,PRIVATE,STANDARD,40000.0,1370.0,1000
102080539,4916.0,COMP,2016-04-25,2016-04-25,2017-05-24,MITSUBISHI,LANCER,2016.0,JMYSTCY4AGU732494,PRIVATE,STANDARD,43000.0,1640.0,500
102082845,7761.0,COMP,2016-05-25,2016-06-10,2017-07-09,TOYOTA,HILUX,2013.0,MR0EW12G2D3022110,COMMERCIAL,STANDARD,38400.0,1640.0,500
102084673,8045.0,COMP,2016-06-15,2016-06-15,2017-07-14,TOYOTA,COROLLA,2007.0,JTDBR22E973206817,PRIVATE,STANDARD,14000.0,1090.0,1000
102049338,7134.0,COMP,2015-01-20,2015-01-20,2016-02-19,TOYOTA,LAND CRUISER,2011.0,JTMHU09JXB50445784,PRIVATE,STANDARD,120000.0,3980.0,500
102049796,6560.0,COMP,2015-02-09,2015-02-09,2016-03-08,TOYOTA,FORTUNER,2012.0,MHFYX59G6C8030643,PRIVATE,STANDARD,66000.0,2132.0,1000
102052864,8045.0,COMP,2015-05-11,2015-05-11,2016-06-10,CHEVROLET,SPARK,2013.0,KL1CD6B10DC514288,PRIVATE,STANDARD,20000.0,1090.0,500
102054153,8045.0,COMP,2015-06-02,2015-06-02,2016-07-01,TOYOTA,CAMRY,2011.0,6T1BE42K0BX665961,PRIVATE,STANDARD,30000.0,1400.0,1000
102056170,3202.0,COMP,2015-07-01,2015-07-01,2016-07-31,CMC,VERYCA,2013.0,RKMCP7247DY113189,COMMERCIAL,STANDARD,41000.0,1450.0,1000
102059537,8045.0,COMP,2015-08-18,2015-08-18,2016-09-17,HONDA,CR-V,2009.0,JHLRE48539C402416,PRIVATE,STANDARD,30000.0,1190.0,1000
102060325,4714.0,COMP,2015-08-30,2015-08-30,2016-09-29,NISSAN,PATHFINDER,2014.0,5N1AR2M59EC700905,PRIVATE,M 2.5,96000.0,2510.0,1000
102061281,8045.0,COMP,2015-09-12,2015-09-12,2016-10-11,BMW,320I,2009.0,WBAPG51079A586741,PRIVATE,STANDARD,40000.0,1370.0,1000
102063349,8045.0,COMP,2015-10-10,2015-10-10,2016-11-09,TOYOTA,FORTUNER,2014.0,MHFYX59G6E8050829,PRIVATE,STANDARD,71000.0,2267.0,500
102063488,8045.0,COMP,2015-10-11,2015-10-11,2016-11-10,HYUNDAI,TUCSON,2008.0,KMHJM81B58U874738,PRIVATE,STANDARD,20000.0,1190.0,2000
102064610,8894.0,COMP,2015-10-25,2015-10-25,2016-11-24,NISSAN,PATROL,2016.0,JN8AY2NY1G9145064,PRIVATE,M 2.25,367200.0,16904.0,1000
102066048,8045.0,COMP,2015-11-10,2015-11-10,2016-12-09,KIA,SOUL,2011.0,KNDJT2A27B7717190,PRIVATE,STANDARD,25000.0,1650.0,1000
102066417,5160.0,COMP,2015-11-15,2015-11-15,2016-12-14,HYUNDAI,SANTA-FE,2012.0,KMHSH81G8CU881471,PRIVATE,STANDARD,50000.0,1640.0,500
102066479,6656.0,COMP,2015-11-15,2015-11-15,2016-12-14,TOYOTA,COROLLA,2006.0,JTDEW23E463107695,PRIVATE,STANDARD,14000.0,1090.0,2000
102068397,4714.0,COMP,2015-12-07,2015-12-07,2017-01-06,HONDA,ODYSSEY,2014.0,5KBRL5893EB703665,PRIVATE,M 2.5,116000.0,3040.0,2000
102069251,1002.0,COMP,2015-12-16,2015-12-17,2017-01-16,TOYOTA,HILUX,2014.0,MR0EX12G3E2346025,COMMERCIAL,STANDARD,51680.0,1871.0,500
102069730,8045.0,COMP,2015-12-22,2015-12-22,2017-01-21,TOYOTA,COROLLA,2015.0,RKLBB9HE8F5050117,PRIVATE,M 2.5,53000.0,1840.0,1000
102088819,5495.0,COMP,2016-08-08,2016-08-08,2017-09-07,VOLKSWAGEN,JETTA,2016.0,WVWSK1AJ9GM206114,PRIVATE,M 2.5,92130.0,3000.0,1000
102089913,7121.0,COMP,2016-08-23,2016-09-10,2017-09-09,RENAULT,LOGAN,2013.0,VF1LSRFB5DA502537,PRIVATE,STANDARD,24000.0,1258.0,1000
102089993,7825.0,COMP,2016-08-24,2016-08-24,2017-09-23,NISSAN,PATHFINDER,2015.0,5N1AR2M50FC654916,PRIVATE,M 2.5,100000.0,2650.0,500
102092278,8336.0,COMP,2016-09-28,2016-09-28,2017-10-27,TOYOTA,COROLLA,2012.0,RKLBV42E4C4438076,PRIVATE,STANDARD,30000.0,1150.0,2000
102092792,5495.0,COMP,2016-10-06,2016-10-06,2017-11-05,AUDI,Q 7,2016.0,WA1AGDF76GD000268,PRIVATE,M 2.25,259250.0,6450.0,500
102093721,2611.0,COMP,2016-10-20,2016-12-25,2017-12-24,JEEP,GRAND CHEROKEE,2013.0,1C4RJFBT6DC568143,PRIVATE,NOT CLASSIFIED,76800.0,2632.0,1000
102095395,903.0,COMP,2016-11-13,2016-11-20,2017-12-19,RENAULT,DUSTER,2014.0,VF1HSRCA3EA507531,PRIVATE,STANDARD,30000.0,1240.0,500
102097344,5495.0,COMP,2016-12-06,2016-12-06,2018-01-05,MAZDA,6,2011.0,JM7GH32FXB1215771,PRIVATE,STANDARD,30000.0,1240.0,1000
102098674,1538.0,COMP,2016-12-26,2016-12-26,2018-01-25,LEXUS,LX 570,2017.0,JTJHY00W0H4228520,PRIVATE,M 2.25,395000.0,9318.0,1000
102099383,10772.0,COMP,2017-01-08,2017-01-08,2018-02-07,TOYOTA,LAND CRUISER,2012.0,JTMHU09JXC4055085,PRIVATE,STANDARD,70000.0,2500.0,500
102099574,7463.0,COMP,2017-01-10,2017-01-10,2018-02-09,TOYOTA,LAND CRUISER,2014.0,JTMHU09J5E5077881,PRIVATE,STANDARD,113000.0,4268.0,500
102101072,807.0,COMP,2017-02-08,2017-02-08,2018-03-07,JEEP,WRANGLER,2017.0,1C4BJWAG8HL515312...,PRIVATE,M 2.5,134999.0,3590.0,2000
102101290,4215.0,COMP,2017-02-13,2017-02-13,2018-03-12,MITSUBISHI,LANCER,2014.0,JMYSTCY4AEU714613,PRIVATE,STANDARD,30000.0,1560.0,500
102103653,11119.0,COMP,2017-04-06,2017-04-17,2018-05-16,TOYOTA,PRADO,2016.0,JTEBU3FJ6GK107742,PRIVATE,M 2.5,124800.0,3415.0,500
102104006,7852.0,COMP,2017-04-17,2017-04-17,2018-05-16,MAZDA,3,2017.0,JM7BN1SZ9H1136358,PRIVATE,M 2.5,78750.0,2157.0,2000
102105985,7972.0,COMP,2017-06-05,2017-06-06,2018-07-05,HONDA,ACCORD,2014.0,1HGCR3675EA601187,PRIVATE,STANDARD,60000.0,1910.0,500
102107155,1538.0,COMP,2017-07-03,2017-07-31,2018-08-30,MERCEDES,C200,2015.0,WDDWF4CB9FR042674,PRIVATE,M 2.5,128800.0,3409.0,1000
102109086,7755.0,COMP,2017-08-20,2017-08-20,2018-09-19,NISSAN,ALTIMA,2017.0,1N4AL3A92HC173562,PRIVATE,M 2.5,73000.0,2060.0,500
102109954,8894.0,COMP,2017-09-18,2017-09-18,2018-10-17,LEXUS,ES 350,2016.0,JTHBK1GG7G2246259,PRIVATE,M 2.5,120000.0,4021.0,1000
102110020,4714.0,COMP,2017-09-19,2017-09-19,2018-10-18,LAND ROVER,DISCOVERY,2017.0,SALRA2BV8HA005499,PRIVATE,M 2.25,313000.0,7163.0,500
102111644,8894.0,COMP,2017-11-02,2017-11-02,2018-12-01,TOYOTA,YARIS,2015.0,MR2KT9F36F1135257,PRIVATE,STANDARD,40000.0,3060.0,2000
102114394,10643.0,COMP,2018-01-09,2018-01-09,2019-02-08,HONDA,UNICORN,2017.0,ME4KC2060H8001845,PRIVATE,STANDARD,5600.0,1500.0,2000
102114790,8894.0,COMP,2018-01-22,2018-01-22,2019-02-21,GEELY,EMGRAND,2016.0,L6T7964Z7GN003086,PRIVATE,STANDARD,39996.0,1540.0,2000
102117833,756.0,COMP,2018-04-15,2018-06-01,2019-06-30,BMW,740 LI,2015.0,WBAYE4105FD806392,PRIVATE,M 2.25,146336.0,4860.0,2000
102118391,8825.0,COMP,2018-05-01,2018-05-01,2019-05-31,MITSUBISHI,ASX,2015.0,4P3XTGA2WDE803335,PRIVATE,STANDARD,40000.0,1840.0,1000
102119336,8894.0,COMP,2018-05-29,2018-05-29,2019-06-28,CHEVROLET,MALIBU,2018.0,KL1ZA5CA2JB027820,PRIVATE,M 2.5,98200.0,2793.0,1000
102119518,11187.0,COMP,2018-06-04,2018-06-26,2019-07-25,BRILLIANCE,V5,2014.0,LSYYDBDB8EC003006,PRIVATE,M 2.5,38912.0,1640.0,500
102120767,3630.0,COMP,2018-07-10,2018-09-14,2019-10-13,HONDA,ACCORD,2015.0,LUCCR2660G3404348,PRIVATE,M 2.5,56269.0,1753.0,500
102121001,3175.0,COMP,2018-07-17,2018-08-20,2019-09-19,CHEVROLET,SILVERADO,2014.0,1GCNK9EC8EZ211442,PRIVATE,NOT CLASSIFIED,56000.0,2730.0,500
102121532,3304.0,COMP,2018-08-05,2018-08-05,2019-09-04,GAC,TRUMPCHI GS5,2015.0,LMGDG3G82F1005627,PRIVATE,STANDARD,33280.0,1730.0,2000
102122574,3202.0,COMP,2018-09-11,2018-09-11,2019-10-10,DAIHATSU,GRAN MAX,2014.0,MHKBC31E2EK214842,PRIVATE,STANDARD,20480.0,2380.0,2000
102124602,11626.0,COMP,2018-11-21,2018-12-01,2019-12-31,MINI,COOPER S JCW,2012.0,WMWSU3103CT205129,PRIVATE,STANDARD,32000.0,1960.0,2000
102125160,9558.0,COMP,2018-12-15,2018-12-16,2020-01-15,NISSAN,KICKS,2018.0,3N1CP5CP8JL470802,PRIVATE,M 2.5,70000.0,2110.0,2000
102126672,1905.0,COMP,2019-01-27,2019-01-28,2020-02-27,NISSAN,X-TRAIL,2015.0,JN1BT2MW4FW000229,PRIVATE,NOT CLASSIFIED,45000.0,1610.0,2000
102127516,7957.0,COMP,2019-02-14,2019-02-14,2020-03-13,FORD,EDGE,2011.0,2FMDK4JC9BBB40086,PRIVATE,NOT CLASSIFIED,20000.0,1730.0,500
102127720,903.0,COMP,2019-02-19,2019-02-19,2020-03-18,TOYOTA,FORTUNER,2011.0,MHFYX59G3B8021719,PRIVATE,NOT CLASSIFIED,30000.0,1670.0,2000
102128756,3202.0,COMP,2019-03-17,2019-03-17,2020-04-16,NISSAN,X-TRAIL,2016.0,JN1BT2MU1GW006246,PRIVATE,M 2019,60000.0,1610.0,500
102129048,7957.0,COMP,2019-03-24,2019-03-24,2020-04-23,MITSUBISHI,PAJERO,2015.0,JMYLYV95WFJ709602,PRIVATE,M 2019,31296.0,1950.0,2000
102131012,5173.0,COMP,2019-05-29,2019-05-29,2020-06-28,HYUNDAI,CRETA,2019.0,MALC381C7KM516537,PRIVATE,M 2019,74865.0,2040.0,500
102131304,12714.0,COMP,2019-06-11,2019-06-11,2020-07-10,MG,RX5,2019.0,LSJA24W93KS027906,PRIVATE,M 2.5,74900.0,1940.0,2000
102131378,5160.0,COMP,2019-06-12,2019-06-12,2020-07-11,TOYOTA,PRADO,2011.0,JTEBX9FJXB5013929,PRIVATE,M 2019,55000.0,1840.0,1000
102131648,5174.0,COMP,2019-06-20,2019-06-20,2020-07-19,NISSAN,PATROL,2015.0,JN8AY2NY6F9132938,PRIVATE,M 2019,115000.0,1830.0,2000
102132391,3202.0,COMP,2019-07-08,2019-07-08,2020-08-07,HYUNDAI,I 20,2014.0,MALBB51C6EM563849,PRIVATE,M 2019,17000.0,1290.0,1000
102132907,7957.0,COMP,2019-07-17,2019-08-02,2020-09-01,TOYOTA,86,2016.0,JF1ZN12B1GG024750,PRIVATE,M 2019,51677.0,1790.0,2000
102133493,7957.0,COMP,2019-07-28,2019-07-28,2020-08-27,TOYOTA,COROLLA,2015.0,RKLBL9HE2F5242839,PRIVATE,M 2019,35000.0,1160.0,2000
102133549,4853.0,COMP,2019-07-29,2019-07-29,2020-08-28,TOYOTA,HILUX,2011.0,MR0CX12G3B0069553,COMMERCIAL,NOT CLASSIFIED,13000.0,1760.0,1000
102136035,7957.0,COMP,2019-10-01,2019-10-01,2020-10-31,VOLKSWAGEN,TERAMONT,2019.0,WVGHG2CA3KC585782,PRIVATE,M 2019,181000.0,3610.0,1000
102136800,7644.0,COMP,2019-10-21,2019-10-21,2020-11-20,NISSAN,PATROL,2019.0,JN8FY1NY9KX032628,PRIVATE,M 2019,150000.0,2965.0,1000
102137986,13638.0,COMP,2019-11-21,2019-11-21,2020-12-20,AUDI,A 4,2017.0,WAUGFCF48HN031291,PRIVATE,M 2019,100000.0,2690.0,500
102138199,12714.0,COMP,2019-11-27,2019-11-27,2020-12-26,MG,MG5,2020.0,LSJA36E99LZ015763,PRIVATE,M 2019,61031.0,1940.0,1000
102140459,7848.0,COMP,2020-01-27,2020-01-27,2021-02-26,PEUGEOT,3008,2019.0,VF3M45GY3KS016639,PRIVATE,M 2.5,100000.0,1765.0,2000
102140960,7957.0,COMP,2020-02-05,2020-02-05,2021-03-04,GMC,YUKON,2013.0,1GKS27EF0DR120654,PRIVATE,M 2019,84788.0,1565.0,1000
102141144,7728.0,COMP,2020-02-10,2020-03-09,2021-04-08,BMW,730 LI,2015.0,WBAYE2104FD841896,PRIVATE,M 2.25,105442.0,1783.0,500
102142366,7134.0,COMP,2020-03-08,2020-03-08,2021-04-07,MERCEDES,A 250,2013.0,WDDBF4EB1DJ070864,PRIVATE,M 2019,49000.0,1030.0,500
102142391,12714.0,COMP,2020-03-09,2020-03-09,2021-04-08,MG,MG5,2020.0,LSJA36E94LZ033345,PRIVATE,M 2019,48000.0,1940.0,2000
102143067,6549.0,COMP,2020-03-22,2020-03-22,2021-04-21,JEEP,WRANGLER,2019.0,1C4HJXBG3KW539523,PRIVATE,M 2019,160000.0,3165.0,2000
102143768,7841.0,COMP,2020-04-12,2020-04-12,2021-05-11,MITSUBISHI,L200,2016.0,MMBENKJ40GH046111,COMMERCIAL,STANDARD,30240.0,1515.0,500
102143939,8601.0,COMP,2020-04-19,2020-05-29,2021-06-28,TOYOTA,HIACE,2017.0,JTFHX02P5H0114975,COMMERCIAL,M 2019,52000.0,1540.0,500
102144210,243.0,COMP,2020-04-28,2020-05-14,2021-06-13,TOYOTA,HIACE,2013.0,JTFPX22P8D0037827,COMMERCIAL,NOT CLASSIFIED,20133.0,1840.0,2000
102145003,356.0,COMP,2020-05-18,2020-05-18,2021-06-17,NISSAN,ALTIMA,2015.0,1N4AL3AP5FC175110,PRIVATE,M 2019,28000.0,1030.0,500
102147308,5495.0,COMP,2020-07-14,2020-07-22,2021-08-21,VOLKSWAGEN,TIGUAN,2016.0,WVGCE2AX3GW040453,PRIVATE,M 2019,59075.0,1640.0,1000
102147553,140.0,COMP,2020-07-20,2020-07-20,2021-08-19,JAGUAR,XJ,2014.0,SAJAA20N4EPV63254,PRIVATE,M 2019,71984.0,1286.0,500
102147830,14039.0,COMP,2020-07-27,2020-07-27,2021-08-26,PORSCHE,CAYENNE GTS,2017.0,WP1ZZZ92ZHLA83856,PRIVATE,M 2019,227000.0,4680.0,1000
102147874,13295.0,COMP,2020-07-28,2020-08-28,2021-09-27,HONDA,CR-V,2018.0,5J6RW6854JL700459,PRIVATE,M 2019,75920.0,1790.0,500
102148308,5495.0,COMP,2020-08-10,2020-08-10,2021-09-09,KIA,SPORTAGE,2020.0,U5YPG8140LL872548,PRIVATE,M 2019,73000.0,1990.0,1000
102148836,1002.0,COMP,2020-08-24,2020-08-24,2021-09-23,MITSUBISHI,L200,2016.0,MMBJNKJ40GH005915,COMMERCIAL,M 2019,30000.0,1390.0,2000
102149309,7134.0,COMP,2020-09-02,2020-09-06,2021-10-05,CHEVROLET,SILVERADO,2016.0,1GCNK9EC0GZ234751,PRIVATE,NOT CLASSIFIED,65000.0,1790.0,1000
102151588,14456.0,COMP,2020-11-01,2020-11-01,2021-11-30,HONDA,CIVIC,2014.0,19XFB2640EE900213,PRIVATE,M 2019,27000.0,1005.0,500
102152371,807.0,COMP,2020-11-24,2020-11-24,2021-12-23,MERCEDES,C200,2019.0,WDDWF8ABXKR466644,PRIVATE,M 2019,158100.0,2836.0,2000
102152650,7134.0,COMP,2020-12-06,2020-12-06,2022-01-05,JEEP,WRANGLER,2017.0,1C4BJWAGXHL521063,PRIVATE,M 2019,70000.0,1490.0,500
102070389,8045.0,COMP,2015-12-30,2015-12-30,2017-01-29,HONDA,ACCORD,2008.0,JHMCP26338C429017,PRIVATE,STANDARD,30000.0,1150.0,2000
102070390,8045.0,COMP,2015-12-30,2015-12-30,2017-01-29,HONDA,ACCORD,2007.0,JHMCM56717C405035,PRIVATE,STANDARD,25000.0,1140.0,2000
102071306,7650.0,COMP,2016-01-10,2016-01-10,2017-02-09,TOYOTA,HILUX,2014.0,MR0FX22G1E1131534,COMMERCIAL,STANDARD,72000.0,2450.0,500
102071354,5495.0,COMP,2016-01-11,2016-01-11,2017-02-10,VOLKSWAGEN,JETTA,2016.0,WVWSK1AJ0GM201271,PRIVATE,M 2.5,85760.0,2656.0,500
102071582,8045.0,COMP,2016-01-12,2016-01-12,2017-02-11,TOYOTA,YARIS,2012.0,JTDKW19D30CD5130664,PRIVATE,STANDARD,25000.0,1940.0,1000
102071801,8045.0,COMP,2016-01-16,2016-01-16,2017-02-15,MITSUBISHI,OUTLANDER,2011.0,JMYXTCW5WBZ700369,PRIVATE,STANDARD,35000.0,1285.0,2000
102072848,2809.0,COMP,2016-01-27,2016-01-28,2017-02-27,TOYOTA,LAND CRUISER,2015.0,JTMHU09J3F4107287,PRIVATE,M 2.5,198000.0,5776.0,500
102073673,2021.0,COMP,2016-02-04,2016-02-06,2017-03-05,TOYOTA,COROLLA,2007.0,JTDBR22E573189529,PRIVATE,STANDARD,11500.0,1140.0,1000
102073847,256.0,COMP,2016-02-07,2016-03-08,2017-03-07,PEUGEOT,308,2012.0,VF34C5FS1CS005429,PRIVATE,NOT CLASSIFIED,36000.0,1312.0,500
102075536,9614.0,COMP,2016-02-24,2016-02-24,2017-03-23,PORSCHE,BOXTER,2015.0,WP0ZZZ98ZFS131603,PRIVATE,M 2.25,254192.0,5682.0,2000
102079630,903.0,COMP,2016-04-14,2016-04-14,2017-05-13,TOYOTA,HILUX,2012.0,MR0FX22G6C1336800,COMMERCIAL,STANDARD,35000.0,1445.0,2000
102080445,8045.0,COMP,2016-04-24,2016-04-24,2017-05-23,HONDA,ACCORD,2008.0,JHMCP26778C422848,PRIVATE,STANDARD,25000.0,950.0,1000
102082417,9825.0,COMP,2016-05-19,2016-05-19,2017-06-18,SUZUKI,APV,2012.0,MHYDN71V2CJ305936,COMMERCIAL,STANDARD,33000.0,1430.0,1000
102083591,1935.0,COMP,2016-06-02,2016-06-02,2017-07-01,MITSUBISHI,OUTLANDER,2008.0,JMYXTCW5W8Z704555,PRIVATE,STANDARD,27000.0,1240.0,2000
102050298,1965.0,COMP,2015-03-03,2015-03-08,2016-04-07,TOYOTA,COROLLA,2014.0,RKLBL9HE6E5207395,PRIVATE,STANDARD,57000.0,1829.0,500
102050767,1935.0,COMP,2015-03-22,2015-03-22,2016-04-21,TOYOTA,YARIS,2014.0,JTDKT9D3XED590183,PRIVATE,STANDARD,47600.0,1540.0,1000
102051302,1218.0,COMP,2015-04-06,2015-04-06,2016-05-05,TOYOTA,RAV 4,2015.0,JTMBF9EV8FJ021536,PRIVATE,M 2.25,101000.0,2742.0,500
102053358,3479.0,COMP,2015-05-20,2015-06-25,2016-06-24,HONDA,CR-V,2010.0,JHLRE485XAC400750,PRIVATE,NOT CLASSIFIED,43000.0,1631.0,2000
102054051,5568.0,COMP,2015-06-01,2015-06-02,2016-07-01,HYUNDAI,H-1,2009.0,KMHWG81RX9U132735,COMMERCIAL,STANDARD,33000.0,1170.0,500
102054181,8045.0,COMP,2015-06-02,2015-06-02,2016-07-01,TOYOTA,YARIS,2014.0,MR2BT9F3XE1118380,PRIVATE,STANDARD,50000.0,1640.0,1000
102055902,6019.0,COMP,2015-06-28,2015-07-30,2016-07-29,TOYOTA,HIACE,2010.0,JTGJX02P9A0030791,COMMERCIAL,NOT CLASSIFIED,30208.0,1890.0,1000
102056611,8045.0,COMP,2015-07-07,2015-07-07,2016-08-06,HONDA,CIVIC,2008.0,JHMFD16208S408221,PRIVATE,STANDARD,25000.0,1090.0,500
102057116,7755.0,COMP,2015-07-14,2015-07-14,2016-08-13,AUDI,A 3,2008.0,WAUAA38P08A000703.,PRIVATE,STANDARD,32000.0,1510.0,1000
102057243,1935.0,COMP,2015-07-15,2015-07-15,2016-08-14,BMW,335 I,2009.0,WBAWB71049PV76820,PRIVATE,STANDARD,100000.0,3610.0,500
102058625,6067.0,COMP,2015-08-05,2015-08-05,2016-09-04,RANGE ROVER,5,2012.0,SALLMAMD4CA365116,PRIVATE,STANDARD,212000.0,6063.0,500
102059527,5568.0,COMP,2015-08-18,2015-08-21,2016-09-20,MITSUBISHI,ECLIPSE,2009.0,4P3MRDK2A9E802661,PRIVATE,STANDARD,37000.0,1510.0,1000
102060939,8045.0,COMP,2015-09-07,2015-09-07,2016-10-06,LEXUS,IS 350,2014.0,JTHBE5D27E5014117,PRIVATE,M 2.5,160000.0,3890.0,2000
102063675,1603.0,COMP,2015-10-13,2015-10-13,2016-11-12,TOYOTA,PREVIA,2007.0,JTEGD52M57A001158,PRIVATE,STANDARD,20000.0,1020.0,1000
102063854,8045.0,COMP,2015-10-16,2015-10-16,2016-11-15,TOYOTA,COROLLA,2014.0,RKLBB9HE9E5010238,PRIVATE,STANDARD,50000.0,2140.0,2000
102064963,9079.0,COMP,2015-10-28,2015-10-28,2016-11-27,ISUZU,D-MAX,2012.0,MPAEL39CXCH501048,COMMERCIAL,STANDARD,28000.0,1430.0,2000
102065220,7921.0,COMP,2015-11-01,2015-11-01,2016-11-30,FORD,ESCAPE,2015.0,WF0CM4AE1FVG41656,PRIVATE,M 2.5,80000.0,2040.0,1000
102065915,7134.0,COMP,2015-11-08,2015-11-08,2016-12-07,HONDA,CITY,2009.0,MRHGM26229P011138,PRIVATE,STANDARD,21000.0,1090.0,500
102068272,8831.0,COMP,2015-12-06,2015-12-06,2017-01-05,NISSAN,ALTIMA,2006.0,1N4AL11DX6C117908,PRIVATE,STANDARD,12000.0,950.0,500
102068615,7848.0,COMP,2015-12-09,2015-12-09,2017-01-08,PEUGEOT,207,2009.0,VF3WM5FYC9W006589,PRIVATE,STANDARD,27000.0,1510.0,1000
102068776,6656.0,COMP,2015-12-10,2015-12-10,2017-01-09,FORD,MUSTANG,2014.0,1ZVBP8JZ4E5251126,PRIVATE,M 2.25,312000.0,7330.0,500
102069950,8045.0,COMP,2015-12-24,2015-12-24,2017-01-23,TOYOTA,RAV 4,2012.0,JTMBD31V6C5276859,PRIVATE,STANDARD,40000.0,1420.0,2000
102085331,7134.0,COMP,2016-06-23,2016-06-23,2017-07-22,GMC,YUKON,2015.0,1GKS27KC7FR634661,PRIVATE,M 2.5,155000.0,3918.0,1000
102085730,4714.0,COMP,2016-06-28,2016-06-29,2017-07-28,NISSAN,ALTIMA,2016.0,1N4AL3A92GC105292,PRIVATE,M 2.5,69000.0,1893.0,2000
102085838,2021.0,COMP,2016-06-29,2016-06-29,2017-07-28,NISSAN,TIIDA,2007.0,JN1CC13C27T000237,PRIVATE,STANDARD,10000.0,1140.0,500
102087468,4714.0,COMP,2016-07-21,2016-07-21,2017-08-20,TOYOTA,LAND CRUISER,2015.0,JTMHY05J1F4033930,PRIVATE,M 2.25,254000.0,6145.0,1000
102087895,5495.0,COMP,2016-07-26,2016-07-26,2017-08-25,VOLKSWAGEN,TIGUAN,2016.0,WVGCE2AX2GW041318,PRIVATE,M 2.5,136587.0,4865.0,500
102089817,7899.0,COMP,2016-08-22,2016-08-23,2017-09-22,TOYOTA,HIACE ,2016.0,JTFPX22P2G0066292,COMMERCIAL,STANDARD,94000.0,3332.0,1000
102091740,1935.0,COMP,2016-09-20,2016-09-20,2017-10-19,RENAULT,FLUENCE,2014.0,VF1LZLET1EC282919,PRIVATE,STANDARD,42000.0,1684.0,500
102093533,7852.0,COMP,2016-10-18,2016-10-18,2017-11-17,MAZDA,2,2016.0,MM7DJBHVXGW188337,PRIVATE,M 2.5,76125.0,2053.0,1000
102094910,6027.0,COMP,2016-11-06,2016-11-07,2017-12-06,MERCEDES.,GLK 3504M,2009.0,WDCGG87D59F292587,PRIVATE,NOT CLASSIFIED,34816.0,1460.0,2000
102095022,7134.0,COMP,2016-11-07,2016-11-07,2017-12-06,MERCEDES,E 300,2015.0,WDDHF5FB8FB122308,PRIVATE,M 2.5,171200.0,4192.0,500
102095388,8647.0,COMP,2016-11-13,2016-11-13,2017-12-12,CMC,VERYCA,2016.0,RKMCP7241GY144698,COMMERCIAL,STANDARD,60000.0,2000.0,1000
102097506,6792.0,COMP,2016-12-08,2016-12-08,2018-01-07,TOYOTA,YARIS,2016.0,MHFBT9F3XG6047313,PRIVATE,STANDARD,45000.0,1465.0,500
102097610,5228.0,COMP,2016-12-12,2016-12-12,2018-01-11,HYUNDAI,SANTA-FE,2009.0,KMHSH81DX9U425406,PRIVATE,STANDARD,25600.0,1300.0,2000
102098087,8894.0,COMP,2016-12-18,2016-12-18,2018-01-17,LEXUS,ES 350,2013.0,JTHBK1GG3D2060634,PRIVATE,STANDARD,80000.0,2540.0,1000
102099416,903.0,COMP,2017-01-08,2017-01-08,2018-02-07,MITSUBISHI,LANCER,2008.0,JMYSRCS1A8U731231,PRIVATE,STANDARD,12000.0,1560.0,500
102099483,2021.0,COMP,2017-01-09,2017-01-09,2018-02-08,HONDA,ACCORD,2014.0,1HGCR2624EA605133,PRIVATE,STANDARD,70000.0,2910.0,500
102100747,5157.0,COMP,2017-02-01,2017-02-11,2018-03-10,HYUNDAI,SONATA,2015.0,KMHEB41C1FA642211,PRIVATE,STANDARD,63000.0,2000.0,500
102100979,7848.0,COMP,2017-02-06,2017-02-06,2018-03-05,MAXUS,G10,2016.0,LSKG4BC12GA411711,COMMERCIAL,STANDARD,60500.0,2149.0,1000
102103618,8894.0,COMP,2017-04-06,2017-04-06,2018-05-05,TOYOTA,COROLLA,2015.0,RKLBL9HEXF5239770,PRIVATE,STANDARD,40000.0,1560.0,1000
102104560,4338.0,COMP,2017-05-01,2017-05-30,2018-06-29,TOYOTA,COROLLA,2011.0,RKLBV42E8B4408612,PRIVATE,NOT CLASSIFIED,23000.0,1460.0,1000
102107882,5568.0,COMP,2017-07-18,2017-07-23,2018-08-22,NISSAN,SUNNY,2016.0,MDHBN7AD3GG724786,PRIVATE,STANDARD,37000.0,1610.0,500
102108703,7463.0,COMP,2017-08-08,2017-08-16,2018-09-15,TOYOTA,INNOVA,2011.0,MHFXX43G0B0030634,PRIVATE,STANDARD,29000.0,2470.0,500
